City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR),random_date
Riyadh,West,Namar,apartment,162,4,2,5,Yes,1,No,Sale,419383.98,2022-09-21
Riyadh,East,Al-Jazirah,apartment,163,2,4,2,No,3,Yes,Sale,900642.88,2024-08-14
Riyadh,South,Al-Marwah,apartment,112,3,3,3,No,5,Yes,Sale,121416.38,2020-07-07
Riyadh,West,Namar,apartment,241,3,1,3,Yes,4,Yes,Sale,624643.56,2020-10-23
Riyadh,East,Al-Khaleej,apartment,199,4,2,2,No,10,No,Sale,706554.69,2021-04-14
Riyadh,Central,Al-Malaz,apartment,121,1,1,1,Yes,8,Yes,Sale,126310.38,2021-04-15
Riyadh,North,Al-Rabi,apartment,111,2,3,2,No,7,No,Sale,942516.29,2020-05-06
Riyadh,North,Al-Aarid,apartment,266,2,2,5,No,6,No,Sale,2378673.86,2021-04-27
Riyadh,North,Al-Nada,apartment,97,4,2,4,Yes,1,No,Sale,849145.46,2020-08-01
Riyadh,South,Al-Fawaz,apartment,121,3,1,3,Yes,1,Yes,Sale,178083.24,2021-05-28
Riyadh,Central,Al-Yamamah,apartment,246,2,3,5,Yes,3,No,Sale,513251.42,2024-04-23
Riyadh,Central,Al-Yamamah,apartment,139,1,1,2,Yes,10,No,Sale,162354.8,2021-10-22
Riyadh,Central,Al-Fakheriyah,apartment,250,4,1,2,Yes,6,No,Sale,514971.22,2021-01-05
Riyadh,North,Al-Rabi,apartment,154,2,1,3,No,1,Yes,Sale,1351802.06,2020-08-23
Riyadh,East,Al-Sulay,apartment,161,1,2,4,No,1,Yes,Sale,742230.07,2020-12-31
Riyadh,North,Al-Nakheel,apartment,121,4,4,5,Yes,7,Yes,Sale,1005715.64,2021-05-07
Riyadh,South,Al-Dar Al-Baida,apartment,246,1,4,1,Yes,2,No,Sale,257683.7,2020-02-19
Riyadh,Central,Al-Maather,apartment,124,4,4,2,No,8,Yes,Sale,164239.99,2024-03-31
Riyadh,Central,Al-Maather,apartment,182,4,3,5,Yes,3,No,Sale,335901.66,2023-01-16
Riyadh,South,Al-Aziziyah,apartment,176,2,1,4,No,2,Yes,Sale,263257.7,2022-09-17
Riyadh,South,Al-Mansourah,apartment,148,3,4,2,No,8,No,Sale,203121.81,2020-05-24
Riyadh,North,Al-Maseef,apartment,173,2,3,2,Yes,1,Yes,Sale,1699236.43,2024-02-03
Riyadh,Central,Al-Olaya,apartment,115,2,3,5,No,2,Yes,Sale,130428.26,2022-06-14
Riyadh,Central,Al-Olaya,apartment,244,4,2,4,Yes,8,Yes,Sale,259799.09,2020-11-11
Riyadh,East,Al-Quds,apartment,159,1,2,3,No,8,No,Sale,885187.46,2024-11-11
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,172,2,4,3,Yes,4,No,Sale,678091.41,2021-12-22
Riyadh,South,Al-Haï¿½ï¿,apartment,101,1,2,1,Yes,5,Yes,Sale,137250.89,2022-06-16
Riyadh,Central,Al-Fakheriyah,apartment,100,1,2,2,Yes,9,Yes,Sale,112901.97,2021-08-31
Riyadh,South,Al-Mansourah,apartment,197,1,4,3,Yes,7,No,Sale,240565.4,2022-06-24
Riyadh,North,Al-Yasmeen,apartment,221,4,1,4,Yes,7,Yes,Sale,2827011.88,2023-01-26
Riyadh,North,Al-Rabi,apartment,181,2,2,1,Yes,5,No,Sale,1800215.95,2021-02-13
Riyadh,Central,Al-Dhobat,apartment,216,1,3,4,Yes,3,Yes,Sale,413795.52,2023-07-22
Riyadh,East,Al-Rimal,apartment,134,1,1,3,Yes,3,Yes,Sale,511815.9,2021-04-29
Riyadh,South,Al-Khalidiyah,apartment,176,4,2,3,No,6,No,Sale,168589.12,2023-02-02
Riyadh,South,Al-Shaalan,apartment,110,1,4,1,Yes,1,Yes,Sale,137228.68,2023-10-29
Riyadh,Central,Al-Maather,apartment,127,1,3,1,Yes,7,Yes,Sale,203477.13,2023-12-25
Riyadh,South,Al-Mansourah,apartment,244,4,2,4,No,1,Yes,Sale,211578.79,2021-10-06
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,166,1,4,3,Yes,2,No,Sale,451311.72,2020-04-05
Riyadh,North,Al-Qirawan,apartment,109,3,4,4,Yes,9,Yes,Sale,832128.37,2022-05-26
Riyadh,South,Al-Haï¿½ï¿,apartment,126,2,4,2,Yes,7,Yes,Sale,145543.08,2020-09-01
Riyadh,East,Granada (Ghernata),apartment,168,1,3,1,Yes,8,Yes,Sale,684049.92,2020-01-02
Riyadh,South,Al-Khalidiyah,apartment,114,1,3,2,Yes,1,Yes,Sale,121471.81,2024-06-07
Riyadh,East,Al-Ruwad,apartment,89,4,2,5,Yes,7,No,Sale,308153.58,2023-07-07
Riyadh,West,Al-Mousa,apartment,158,3,1,4,Yes,9,Yes,Sale,396680.98,2020-04-01
Riyadh,South,Al-Shifa,apartment,199,3,3,3,Yes,2,No,Sale,269398.34,2022-05-25
Riyadh,South,Al-Khalidiyah,apartment,136,4,1,5,Yes,1,No,Sale,146460.06,2022-06-17
Riyadh,East,Al-Munsiyah,apartment,207,3,2,2,No,9,No,Sale,866330.55,2021-01-10
Riyadh,North,Al-Rabi,apartment,112,2,3,1,Yes,10,No,Sale,1212516.69,2022-11-21
Riyadh,East,Ishbiliyah,apartment,250,1,4,5,No,1,Yes,Sale,1094085.56,2024-08-13
Riyadh,East,Al-Quds,apartment,130,4,2,3,Yes,5,No,Sale,462517.87,2022-05-28
Riyadh,West,Al-Badiyah,apartment,122,1,2,2,Yes,6,Yes,Sale,409692.76,2023-07-03
Riyadh,East,Al-Munsiyah,apartment,122,3,4,5,No,3,Yes,Sale,421510.18,2023-02-02
Riyadh,North,Al-Malqa,apartment,166,3,3,2,Yes,7,Yes,Sale,2084070.01,2022-09-05
Riyadh,North,Al-Yasmeen,apartment,206,2,4,3,Yes,1,No,Sale,1957846.2,2024-06-23
Riyadh,South,Al-Fawaz,apartment,193,1,1,4,Yes,3,No,Sale,291976.02,2022-05-30
Riyadh,East,Al-Khaleej,apartment,261,3,1,5,Yes,2,Yes,Sale,796138.83,2020-04-17
Riyadh,West,Dhahret Laban,apartment,157,1,2,5,No,5,No,Sale,561408.11,2021-10-09
Riyadh,North,Al-Rabi,apartment,111,2,4,1,No,3,Yes,Sale,1218137.48,2020-06-08
Riyadh,South,Al-Marwah,apartment,95,1,2,3,Yes,1,No,Sale,79425.72,2021-06-28
Riyadh,South,Al-Aziziyah,apartment,265,4,2,1,Yes,7,Yes,Sale,408796.8,2022-08-28
Riyadh,South,Al-Difa,apartment,132,2,2,5,No,8,Yes,Sale,162996.47,2024-04-21
Riyadh,West,Namar,apartment,225,4,1,2,Yes,7,Yes,Sale,502103.7,2023-09-03
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,228,1,2,5,No,10,Yes,Sale,2328737.95,2021-04-03
Riyadh,North,Hittin,apartment,156,4,2,1,No,6,No,Sale,1618702.75,2020-04-23
Riyadh,South,Al-Shaalan,apartment,266,2,4,5,No,4,No,Sale,339810.64,2023-06-25
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,188,4,1,4,No,2,No,Sale,620775.72,2021-09-11
Riyadh,West,Namar,apartment,172,3,2,2,No,8,Yes,Sale,604876.82,2023-02-10
Riyadh,East,Ishbiliyah,apartment,264,3,3,4,Yes,3,Yes,Sale,1393971.61,2023-06-13
Riyadh,West,Dhahret Laban,apartment,167,1,4,3,No,7,No,Sale,727808.97,2024-11-03
Riyadh,Central,Al-Sulaimaniya,apartment,249,3,2,2,Yes,8,Yes,Sale,393572.54,2020-10-06
Riyadh,South,Al-Difa,apartment,109,1,1,1,No,6,No,Sale,132132.46,2023-09-10
Riyadh,North,Al-Rabi,apartment,238,4,4,1,No,9,Yes,Sale,3179854.48,2024-05-28
Riyadh,East,Al-Ruwad,apartment,269,4,2,4,No,4,Yes,Sale,1346224.52,2022-01-11
Riyadh,Central,Al-Dhobat,apartment,97,2,2,1,Yes,4,Yes,Sale,198524.63,2024-07-23
Riyadh,Central,Al-Murabba,apartment,107,4,3,5,No,1,Yes,Sale,201600.6,2021-08-16
Riyadh,West,Al-Suwaidi,apartment,278,2,4,3,No,3,Yes,Sale,665858.89,2024-07-06
Riyadh,North,Al-Rabi,apartment,265,1,1,4,No,1,Yes,Sale,2847433.81,2023-04-25
Riyadh,West,Al-Oraija,apartment,186,2,1,2,Yes,7,No,Sale,573990.19,2020-12-20
Riyadh,East,Al-Shuhada,apartment,140,4,3,2,Yes,1,No,Sale,458741.02,2021-09-17
Riyadh,Central,Al-Jaradiyah,apartment,178,3,2,5,No,2,No,Sale,319739.65,2023-11-16
Riyadh,North,Al-Aqiq,apartment,181,4,2,3,No,9,No,Sale,1605881.92,2021-07-26
Riyadh,South,Al-Fawaz,apartment,96,1,2,5,No,1,No,Sale,141144.64,2022-09-08
Riyadh,Central,Al-Yamamah,apartment,229,4,2,5,Yes,9,Yes,Sale,242620.11,2021-01-03
Riyadh,East,Ishbiliyah,apartment,108,1,4,4,Yes,5,No,Sale,385380.47,2024-05-03
Riyadh,South,Al-Dar Al-Baida,apartment,180,3,4,4,No,6,Yes,Sale,225825.08,2021-06-02
Riyadh,South,Al-Shifa,apartment,168,2,4,2,Yes,6,No,Sale,183319.14,2024-01-27
Riyadh,Central,Al-Dhobat,apartment,115,2,4,4,No,6,No,Sale,207343.36,2021-12-25
Riyadh,East,Al-Shuhada,apartment,170,4,2,4,No,4,No,Sale,791327.91,2022-02-07
Riyadh,South,Al-Haï¿½ï¿,apartment,120,3,3,5,Yes,5,Yes,Sale,140618.07,2022-06-05
Riyadh,Central,Al-Olaya,apartment,240,3,4,4,Yes,2,No,Sale,359112.92,2023-11-14
Riyadh,South,Al-Khalidiyah,apartment,102,4,4,4,Yes,5,Yes,Sale,126929.83,2022-09-04
Riyadh,West,Al-Oraija,apartment,155,4,3,4,Yes,5,Yes,Sale,448257.32,2022-09-26
Riyadh,West,Al-Huda,apartment,238,3,2,1,No,7,Yes,Sale,974770.77,2022-10-22
Riyadh,East,Al-Hamra,apartment,174,2,4,1,Yes,3,Yes,Sale,781315.22,2020-07-12
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,189,1,2,5,Yes,5,Yes,Sale,667062.68,2023-08-07
Riyadh,North,Al-Yasmeen,apartment,209,3,1,3,Yes,7,Yes,Sale,1513982.86,2021-04-14
Riyadh,East,Al-Khaleej,apartment,192,4,3,3,No,3,No,Sale,761576.74,2023-02-03
Riyadh,South,Al-Shifa,apartment,229,3,1,5,No,6,Yes,Sale,353404.07,2023-07-31
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,107,3,4,1,No,5,Yes,Sale,298013.48,2020-08-11
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,137,2,1,3,No,9,Yes,Sale,371629.09,2022-03-21
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,139,2,3,1,Yes,2,No,Sale,410556.24,2024-10-27
Riyadh,Central,Al-Batha,apartment,154,2,3,1,No,4,No,Sale,214190.96,2021-03-07
Riyadh,Central,Al-Murqab,apartment,142,1,1,2,Yes,8,Yes,Sale,177215.91,2023-07-07
Riyadh,East,Al-Ruwad,apartment,273,2,1,1,Yes,2,Yes,Sale,1075138.24,2022-03-01
Riyadh,Central,Al-Olaya,apartment,108,3,3,5,No,3,Yes,Sale,179893.86,2020-04-10
Riyadh,North,Al-Malqa,apartment,102,1,1,1,Yes,7,No,Sale,1063885.11,2024-04-05
Riyadh,South,Al-Mansourah,apartment,180,3,2,4,No,4,Yes,Sale,266178.71,2020-04-02
Riyadh,West,Al-Huda,apartment,188,4,4,5,Yes,10,Yes,Sale,790919.24,2024-07-30
Riyadh,West,Sultanah,apartment,127,3,1,4,Yes,8,No,Sale,365951.61,2020-05-27
Riyadh,North,Al-Aarid,apartment,148,3,3,5,No,10,Yes,Sale,1648299.19,2024-02-01
Riyadh,North,Al-Falah,apartment,173,4,3,3,Yes,10,No,Sale,1519249.16,2024-01-25
Riyadh,West,Al-Suwaidi,apartment,149,2,4,4,Yes,4,No,Sale,438370.68,2024-01-09
Riyadh,West,Al-Huda,apartment,145,2,2,3,No,2,No,Sale,379529.83,2023-05-02
Riyadh,East,Al-Rimal,apartment,129,1,1,1,Yes,10,Yes,Sale,626747.14,2024-12-21
Riyadh,East,Al-Rawdah,apartment,139,3,3,3,No,1,Yes,Sale,572842.95,2021-07-10
Riyadh,East,Al-Jazirah,apartment,224,1,2,2,No,9,No,Sale,947728.18,2024-12-10
Riyadh,South,Al-Difa,apartment,109,4,4,5,No,4,Yes,Sale,110369.38,2022-03-09
Riyadh,West,Al-Badiyah,apartment,194,4,3,4,No,6,Yes,Sale,513309.28,2024-03-04
Riyadh,East,Al-Rimal,apartment,220,1,3,4,No,5,No,Sale,1135605.24,2024-09-15
Riyadh,East,Al-Nahda,apartment,112,4,2,5,No,4,Yes,Sale,385590.2,2021-06-24
Riyadh,West,Tuwaiq,apartment,148,1,2,5,No,8,Yes,Sale,570047.71,2024-07-05
Riyadh,North,Al-Qirawan,apartment,133,3,2,3,Yes,3,Yes,Sale,1081132.19,2021-04-20
Riyadh,West,Al-Suwaidi,apartment,102,1,4,4,Yes,6,No,Sale,268493.03,2021-10-26
Riyadh,North,Al-Ghadeer,apartment,188,1,1,5,Yes,4,Yes,Sale,2507335.91,2024-12-25
Riyadh,South,Al-Difa,apartment,283,1,1,4,No,6,No,Sale,356232.86,2024-08-24
Riyadh,East,Ishbiliyah,apartment,90,2,1,3,Yes,1,Yes,Sale,358408.56,2021-05-11
Riyadh,West,Al-Huda,apartment,100,3,2,4,No,3,No,Sale,358205.05,2024-01-16
Riyadh,Central,Al-Batha,apartment,231,2,2,5,No,8,Yes,Sale,333448.26,2022-05-28
Riyadh,West,Al-Oraija,apartment,173,2,1,3,No,5,Yes,Sale,494030.73,2020-01-14
Riyadh,Central,Al-Maather,apartment,219,3,2,1,No,2,No,Sale,265102.89,2023-02-08
Riyadh,East,Al-Yarmouk,apartment,116,1,3,5,Yes,3,No,Sale,431351.48,2021-10-06
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,189,1,4,5,Yes,9,No,Sale,682625.07,2022-03-06
Riyadh,West,Namar,apartment,161,1,3,5,Yes,3,No,Sale,410800.62,2023-10-22
Riyadh,Central,Al-Malaz,apartment,193,1,2,5,No,7,No,Sale,358253.75,2020-12-16
Riyadh,South,Al-Difa,apartment,157,1,1,1,Yes,1,Yes,Sale,148182.55,2020-09-15
Riyadh,West,Al-Oraija,apartment,280,1,3,2,Yes,8,Yes,Sale,1105944.15,2020-08-31
Riyadh,Central,Al-Batha,apartment,173,4,1,1,Yes,6,Yes,Sale,287550.62,2021-05-20
Riyadh,West,Al-Oraija,apartment,98,1,3,5,No,9,Yes,Sale,368283.59,2020-01-11
Riyadh,East,Al-Rawdah,apartment,97,2,1,4,Yes,8,Yes,Sale,444064.91,2023-08-13
Riyadh,South,Al-Shaalan,apartment,221,3,2,4,No,10,Yes,Sale,245217.27,2024-02-17
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,193,2,3,4,No,7,Yes,Sale,645321.64,2022-01-05
Riyadh,South,Al-Difa,apartment,102,2,3,5,No,3,No,Sale,114850.68,2022-05-28
Riyadh,North,Al-Sahafa,apartment,227,1,2,4,No,6,No,Sale,2636837.17,2022-09-26
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,97,4,4,3,Yes,6,Yes,Sale,410240.5,2021-05-11
Riyadh,North,Al-Nakheel,apartment,207,4,4,5,No,8,No,Sale,2036084.32,2023-02-28
Riyadh,West,Tuwaiq,apartment,143,1,1,2,Yes,3,Yes,Sale,436793.26,2021-04-09
Riyadh,Central,Al-Fakheriyah,apartment,209,2,3,3,No,6,No,Sale,226034.15,2020-10-03
Riyadh,North,Al-Sahafa,apartment,218,4,4,5,Yes,3,No,Sale,2118452.77,2023-07-23
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,236,4,1,5,Yes,2,Yes,Sale,1033573.97,2022-12-02
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,91,3,2,3,No,2,Yes,Sale,207753.47,2021-12-18
Riyadh,East,Al-Munsiyah,apartment,207,4,3,4,No,6,Yes,Sale,1055991.87,2022-12-27
Riyadh,West,Namar,apartment,107,1,3,3,Yes,4,Yes,Sale,396936.46,2020-12-07
Riyadh,West,Shubra,apartment,234,3,4,3,No,7,No,Sale,840999.14,2020-05-30
Riyadh,East,Al-Quds,apartment,108,1,4,4,No,1,No,Sale,488782.57,2024-05-22
Riyadh,South,Al-Dar Al-Baida,apartment,254,1,1,3,No,5,No,Sale,375625.71,2022-10-18
Riyadh,East,Granada (Ghernata),apartment,99,1,3,5,Yes,10,Yes,Sale,514603.84,2023-08-03
Riyadh,West,Sultanah,apartment,151,2,3,5,No,8,Yes,Sale,522490.42,2020-06-10
Riyadh,West,Al-Suwaidi,apartment,150,4,2,2,No,9,No,Sale,624868.59,2022-01-07
Riyadh,East,Ishbiliyah,apartment,94,3,4,4,No,6,Yes,Sale,489153.69,2024-10-25
Riyadh,South,Al-Dar Al-Baida,apartment,148,2,2,4,Yes,8,Yes,Sale,159520.9,2022-04-11
Riyadh,East,Al-Manar,apartment,274,4,1,3,Yes,4,No,Sale,1211780.78,2021-06-04
Riyadh,Central,Al-Batha,apartment,142,1,4,3,Yes,2,Yes,Sale,212732.2,2023-06-08
Riyadh,Central,Al-Murabba,apartment,139,4,4,4,No,1,No,Sale,238049.05,2023-02-04
Riyadh,Central,Al-Wurud,apartment,123,2,4,5,Yes,3,No,Sale,154552.97,2020-01-23
Riyadh,West,Al-Mousa,apartment,198,2,3,3,No,10,Yes,Sale,557122.66,2024-05-19
Riyadh,Central,Al-Sulaimaniya,apartment,133,3,4,4,No,10,Yes,Sale,189396.41,2020-03-23
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,270,2,2,5,No,7,Yes,Sale,778563.42,2022-07-23
Riyadh,South,Al-Shifa,apartment,179,2,4,5,Yes,7,Yes,Sale,177714.14,2022-10-24
Riyadh,North,Al-Sahafa,apartment,271,4,2,5,Yes,8,No,Sale,2470196.98,2022-07-08
Riyadh,Central,Al-Murqab,apartment,264,3,1,2,No,7,No,Sale,550879.4,2024-12-15
Riyadh,East,Al-Yarmouk,apartment,138,2,2,3,No,2,Yes,Sale,712843.29,2023-09-25
Riyadh,East,Al-Quds,apartment,96,2,3,5,No,5,No,Sale,408809.91,2023-06-15
Riyadh,West,Sultanah,apartment,232,2,3,4,No,5,No,Sale,812671.61,2023-10-21
Riyadh,South,Al-Shifa,apartment,108,1,2,4,Yes,5,No,Sale,134986.16,2021-02-03
Riyadh,East,Al-Shuhada,apartment,134,2,2,5,Yes,2,Yes,Sale,483249.62,2024-11-25
Riyadh,South,Al-Marwah,apartment,123,3,4,5,Yes,3,Yes,Sale,135518.84,2022-03-20
Riyadh,North,Al-Qirawan,apartment,142,1,1,5,No,2,Yes,Sale,1768784.78,2023-05-22
Riyadh,North,Al-Qirawan,apartment,278,1,2,2,Yes,6,No,Sale,3198076.17,2020-01-28
Riyadh,East,Al-Manar,apartment,160,4,2,5,No,9,No,Sale,567977.01,2021-12-16
Riyadh,Central,Al-Jaradiyah,apartment,241,4,4,3,Yes,1,Yes,Sale,495793.05,2023-03-09
Riyadh,South,Al-Dar Al-Baida,apartment,171,2,2,4,No,3,No,Sale,145982.93,2022-08-28
Riyadh,East,Al-Shuhada,apartment,139,4,3,1,No,2,No,Sale,709574.77,2023-11-30
Riyadh,East,Al-Quds,apartment,268,1,3,3,Yes,1,No,Sale,1043067.28,2021-12-14
Riyadh,South,Al-Marwah,apartment,191,2,1,5,No,3,Yes,Sale,250311.17,2020-10-01
Riyadh,South,Al-Mansourah,apartment,175,4,2,5,Yes,10,Yes,Sale,174289.17,2021-04-19
Riyadh,North,Al-Aarid,apartment,127,2,3,3,No,7,Yes,Sale,1433310.47,2024-03-19
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,281,4,2,1,No,7,Yes,Sale,650511.87,2021-08-27
Riyadh,Central,Al-Murqab,apartment,109,1,4,3,Yes,10,Yes,Sale,193350.47,2024-07-03
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,174,3,3,4,No,2,Yes,Sale,631221.61,2020-10-22
Riyadh,North,Al-Izdihar,apartment,230,4,2,5,Yes,6,Yes,Sale,2599965.42,2024-03-30
Riyadh,East,Al-Manar,apartment,270,3,1,4,No,4,Yes,Sale,949704.4,2023-08-05
Riyadh,West,Al-Oraija,apartment,217,2,3,4,Yes,8,No,Sale,532135.4,2024-07-27
Riyadh,Central,Al-Malaz,apartment,180,3,4,2,Yes,3,No,Sale,225960.55,2022-06-28
Riyadh,East,Al-Rimal,apartment,262,1,2,1,No,4,Yes,Sale,895491.43,2023-02-07
Riyadh,North,Al-Aqiq,apartment,169,4,1,4,Yes,9,No,Sale,1556794.86,2023-10-30
Riyadh,West,Ad-Diriyah,apartment,199,3,2,4,Yes,5,No,Sale,848945.05,2023-06-11
Riyadh,South,Al-Aziziyah,apartment,258,1,3,3,Yes,8,Yes,Sale,233781.8,2022-08-08
Riyadh,Central,Al-Yamamah,apartment,127,2,3,4,No,6,Yes,Sale,257223.07,2024-03-22
Riyadh,South,Al-Shifa,apartment,281,1,2,5,Yes,10,Yes,Sale,386553.48,2022-12-10
Riyadh,North,Hittin,apartment,255,4,2,3,Yes,9,Yes,Sale,2196019.05,2021-03-14
Riyadh,East,Al-Rimal,apartment,213,3,4,3,Yes,7,No,Sale,968733.13,2022-05-04
Riyadh,North,Al-Nakheel,apartment,140,3,3,5,Yes,4,No,Sale,1199637.14,2022-12-08
Riyadh,Central,Al-Fakheriyah,apartment,163,1,4,2,Yes,6,No,Sale,174373.33,2022-01-20
Riyadh,West,Al-Badiyah,apartment,140,4,4,5,No,6,Yes,Sale,381439.83,2022-02-06
Riyadh,East,Al-Manar,apartment,200,1,2,3,No,6,No,Sale,906568.24,2020-07-03
Riyadh,East,Ishbiliyah,apartment,148,2,3,2,No,4,No,Sale,739392.36,2021-12-05
Riyadh,Central,Al-Morouj,apartment,224,4,1,1,Yes,4,Yes,Sale,447732.64,2020-05-07
Riyadh,South,Al-Fawaz,apartment,161,1,1,5,No,5,No,Sale,150033.18,2020-05-28
Riyadh,South,Al-Difa,apartment,180,4,2,4,Yes,8,No,Sale,246242.52,2023-02-24
Riyadh,Central,Al-Sulaimaniya,apartment,168,4,1,1,Yes,9,No,Sale,197104.96,2021-01-10
Riyadh,North,Al-Jameah (University District),apartment,173,1,2,4,No,9,Yes,Sale,1308692.79,2021-09-05
Riyadh,North,Al-Yasmeen,apartment,106,3,4,1,Yes,9,Yes,Sale,938139.78,2022-05-16
Riyadh,East,Al-Nahda,apartment,170,2,2,3,Yes,7,Yes,Sale,842598.15,2020-01-22
Riyadh,Central,Al-Murabba,apartment,163,2,4,2,No,5,No,Sale,263844.85,2020-02-12
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,110,1,1,2,Yes,1,Yes,Sale,347774.85,2023-08-19
Riyadh,East,Al-Hamra,apartment,235,4,3,2,Yes,2,Yes,Sale,970161.1,2021-11-05
Riyadh,North,Al-Nakheel,apartment,238,4,2,5,No,4,Yes,Sale,2028497.35,2021-09-03
Riyadh,Central,Al-Malaz,apartment,132,2,3,5,Yes,6,No,Sale,208621.75,2023-09-19
Riyadh,South,Al-Haï¿½ï¿,apartment,171,3,4,2,Yes,8,Yes,Sale,178787.99,2021-03-31
Riyadh,West,Namar,apartment,228,3,2,4,Yes,7,No,Sale,617792.37,2024-12-04
Riyadh,West,Al-Huda,apartment,166,1,2,4,Yes,5,No,Sale,522293.93,2022-12-11
Riyadh,North,Al-Falah,apartment,93,3,1,3,Yes,10,Yes,Sale,1016009.29,2021-01-04
Riyadh,North,Al-Aarid,apartment,258,3,1,4,Yes,5,Yes,Sale,2436597.04,2023-03-07
Riyadh,East,Al-Jazirah,apartment,154,1,4,4,No,7,No,Sale,637053.98,2024-03-07
Riyadh,Central,Al-Sulaimaniya,apartment,89,2,4,5,Yes,10,No,Sale,106710.49,2020-01-06
Riyadh,West,Dhahret Laban,apartment,131,4,4,5,No,3,Yes,Sale,479738.15,2020-09-01
Riyadh,North,Al-Qirawan,apartment,216,4,1,2,No,3,No,Sale,2081450.44,2023-06-12
Riyadh,Central,Al-Murabba,apartment,149,2,3,2,No,1,No,Sale,246932.17,2020-06-29
Riyadh,Central,Al-Fakheriyah,apartment,209,3,4,2,No,2,No,Sale,268282.55,2023-08-27
Riyadh,East,Al-Manar,apartment,268,2,4,4,Yes,8,No,Sale,1080795.46,2022-06-25
Riyadh,South,Al-Khalidiyah,apartment,228,3,4,1,No,2,No,Sale,248661.58,2021-10-24
Riyadh,Central,Al-Murqab,apartment,280,1,2,5,No,9,No,Sale,575229.53,2023-05-24
Riyadh,West,Tuwaiq,apartment,138,4,1,1,Yes,8,No,Sale,527699.14,2022-06-24
Riyadh,South,Al-Khalidiyah,apartment,239,3,2,2,Yes,8,No,Sale,243839.01,2021-02-10
Riyadh,South,Al-Fawaz,apartment,95,2,4,2,No,7,Yes,Sale,85609.71,2021-06-09
Riyadh,North,Al-Aarid,apartment,235,1,2,5,Yes,10,Yes,Sale,1921647.2,2024-04-02
Riyadh,East,Al-Manar,apartment,185,2,1,5,Yes,1,No,Sale,662094.61,2022-06-06
Riyadh,North,Al-Izdihar,apartment,201,2,3,1,No,5,Yes,Sale,2245571.69,2022-09-18
Riyadh,West,Al-Badiyah,apartment,281,1,2,2,Yes,6,Yes,Sale,893839.88,2022-06-22
Riyadh,South,Al-Fawaz,apartment,93,4,3,2,No,9,Yes,Sale,136634.26,2021-08-27
Riyadh,North,Al-Yasmeen,apartment,207,4,4,3,Yes,8,Yes,Sale,1594923.15,2020-03-06
Riyadh,East,Al-Manar,apartment,236,3,3,5,Yes,8,Yes,Sale,980275.37,2021-11-04
Riyadh,East,Al-Rawdah,apartment,246,4,3,5,No,1,No,Sale,1269228.68,2023-11-17
Riyadh,East,Al-Ruwad,apartment,273,4,2,3,No,1,No,Sale,1017764.77,2024-12-04
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,260,1,2,5,Yes,10,Yes,Sale,3118538.79,2024-06-14
Riyadh,East,Al-Ruwad,apartment,170,3,2,2,Yes,6,No,Sale,724603.58,2021-04-15
Riyadh,South,Al-Fawaz,apartment,140,2,2,5,No,2,No,Sale,223499.5,2024-03-27
Riyadh,East,Al-Shuhada,apartment,94,3,3,1,No,1,No,Sale,443030.21,2022-01-20
Riyadh,East,Al-Quds,apartment,170,1,2,2,Yes,8,Yes,Sale,661087.22,2022-10-24
Riyadh,South,Al-Aziziyah,apartment,156,4,1,1,Yes,5,No,Sale,158407.73,2020-07-02
Riyadh,East,Al-Rimal,apartment,191,4,3,1,Yes,10,No,Sale,855723.51,2020-03-13
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,167,1,3,1,No,6,No,Sale,1531957.9,2024-01-04
Riyadh,East,Al-Manar,apartment,221,3,2,3,Yes,8,Yes,Sale,730714.52,2021-08-13
Riyadh,East,Al-Sulay,apartment,250,4,1,4,No,7,No,Sale,1193888.77,2021-06-16
Riyadh,North,Al-Jameah (University District),apartment,191,4,1,1,No,7,Yes,Sale,1734117.93,2020-04-18
Riyadh,North,Al-Yasmeen,apartment,126,2,2,2,Yes,6,Yes,Sale,1101613.0,2021-03-28
